0.18,0.16,0.1,0.14,0.14,-0.03,-0.05,0.12,0.18,0.14,0.108
0.25,0.25,0.16,0.23,0.21,0.02,-0.03,0.18,0.23,0.16,0.166
0.29,0.27,0.27,0.25,0.25,0.04,0,0.25,0.27,0.25,0.214
0.31,0.33,0.29,0.31,0.29,0.06,0.02,0.25,0.29,0.31,0.246
0.29,0.29,0.31,0.31,0.33,0.06,0.02,0.29,0.29,0.31,0.25
0.27,0.29,0.31,0.25,0.33,0.1,0.08,0.29,0.29,0.33,0.254
0.23,0.25,0.29,0.21,0.29,0.16,0.1,0.27,0.23,0.31,0.234
0.14,0.21,0.23,0.14,0.23,0.23,0.14,0.23,0.18,0.25,0.198
0.06,0.1,0.16,0.06,0.16,0.29,0.16,0.16,0.1,0.18,0.143
0,0.06,0.08,0.02,0.06,0.27,0.25,0.1,0.06,0.14,0.104
-0.03,0,0,0,0,0.29,0.29,0.02,0.02,0.06,0.065
-0.03,-0.03,0,-0.03,-0.03,0.31,0.33,-0.03,-0.03,0.02,0.048
-0.07,-0.03,-0.05,-0.05,-0.03,0.27,0.33,-0.05,-0.03,-0.03,0.026
-0.11,-0.09,-0.07,-0.09,-0.03,0.21,0.29,-0.07,-0.09,-0.03,-0.008
-0.15,-0.11,-0.11,-0.13,-0.05,0.12,0.25,-0.09,-0.11,-0.07,-0.045
-0.15,-0.11,-0.11,-0.11,-0.09,0.08,0.14,-0.09,-0.13,-0.07,-0.064
-0.13,-0.13,-0.13,-0.13,-0.09,0,0.08,-0.13,-0.13,-0.09,-0.088
-0.17,-0.17,-0.15,-0.15,-0.11,0,0.04,-0.13,-0.15,-0.13,-0.112
-0.15,-0.15,-0.19,-0.15,-0.15,0,0,-0.17,-0.15,-0.11,-0.122
-0.15,-0.15,-0.17,-0.15,-0.13,-0.07,-0.03,-0.15,-0.15,-0.13,-0.128
-0.11,-0.13,-0.17,-0.15,-0.13,-0.07,-0.07,-0.15,-0.13,-0.13,-0.124
-0.09,-0.13,-0.15,-0.13,-0.11,-0.09,-0.07,-0.13,-0.11,-0.11,-0.112
-0.09,-0.11,-0.13,-0.11,-0.15,-0.11,-0.07,-0.13,-0.13,-0.09,-0.112
-0.09,-0.09,-0.11,-0.11,-0.09,-0.11,-0.09,-0.09,-0.07,-0.09,-0.094
-0.09,-0.07,-0.09,-0.09,-0.07,-0.15,-0.15,-0.09,-0.07,-0.07,-0.094
-0.03,-0.07,-0.07,-0.07,-0.05,-0.17,-0.15,-0.07,-0.07,-0.09,-0.084
-0.05,-0.07,-0.07,-0.05,-0.03,-0.15,-0.17,-0.05,-0.05,-0.07,-0.076
-0.03,-0.05,-0.05,-0.05,-0.05,-0.09,-0.13,-0.05,-0.05,-0.03,-0.058
-0.03,-0.03,-0.05,-0.03,-0.03,-0.07,-0.11,-0.07,-0.03,0,-0.045
-0.03,-0.05,-0.05,-0.05,0,-0.09,-0.09,-0.03,0,0.04,-0.035
0,-0.03,-0.05,0,-0.03,-0.05,-0.07,-0.03,0,0.02,-0.024
0,0,0,-0.03,0,-0.07,-0.07,0,0.02,0.02,-0.013
0,-0.03,0,0,0.02,-0.03,-0.03,0,0.02,0,-0.005
-0.03,0.02,0.02,0,0.02,-0.03,-0.03,0,0,0.02,-0.001
0,0,0,0,0.02,0,0,0,0.02,0.04,0.008
0,0.02,0,0.02,0.02,0,0,0,0,0,0.006
0,0.02,-0.03,0,0.04,0.02,0,0.04,0.02,0.04,0.015
0,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0,0.02,0.018
0.02,0,0.02,0,0.02,0.02,0.04,0.02,0,0.04,0.018
